door_state,sphone_signal,target,ts
0,0,normal,1554241695
0,0,normal,1554241696
0,0,normal,1554241698
0,0,normal,1554241700
0,0,normal,1554241701
0,0,normal,1554241703
0,0,normal,1554241705
0,0,normal,1554241706
0,0,normal,1554241708
1,1,normal,1554241710
0,0,normal,1554241711
0,0,normal,1554241713
0,0,normal,1554241715
0,0,normal,1554241716
0,0,normal,1554241718
0,0,normal,1554241720
0,0,normal,1554241721
0,0,normal,1554241723
0,0,normal,1554241725
0,0,normal,1554241726
0,0,normal,1554241728
0,0,normal,1554241730
0,0,normal,1554241731
0,0,normal,1554241733
0,0,normal,1554241735
1,1,normal,1554241736
0,0,normal,1554241738
0,0,normal,1554241740
0,0,normal,1554241741
0,0,normal,1554241743
0,0,normal,1554241745
0,0,normal,1554241746
0,0,normal,1554241748
0,0,normal,1554241750
0,0,normal,1554241751
1,1,normal,1554241753
0,0,normal,1554241755
0,0,normal,1554241756
0,0,normal,1554241758
0,0,normal,1554241760
1,1,normal,1554241761
0,0,normal,1554241763
0,0,normal,1554241765
0,0,normal,1554241766
0,0,normal,1554241768
0,0,normal,1554241770
0,0,normal,1554241771
0,0,normal,1554241773
0,0,normal,1554241775
0,0,normal,1554241776
0,0,normal,1554241778
0,0,normal,1554241780
0,0,normal,1554241781
0,0,normal,1554241783
0,0,normal,1554241785
0,0,normal,1554241786
0,0,normal,1554241788
0,0,normal,1554241790
0,0,normal,1554241791
1,1,normal,1554241793
0,0,normal,1554241795
0,0,normal,1554241796
0,0,normal,1554241798
0,0,normal,1554241800
0,0,normal,1554241801
0,0,normal,1554241803
0,0,normal,1554241805
0,0,normal,1554241806
1,1,normal,1554241808
0,0,normal,1554241810
0,0,normal,1554241811
0,0,normal,1554241813
1,1,normal,1554241815
1,1,normal,1554241816
0,0,normal,1554241818
0,0,normal,1554241820
1,1,normal,1554241821
0,0,normal,1554241823
0,0,normal,1554241825
0,0,normal,1554241826
0,0,normal,1554241828
0,0,normal,1554241830
0,0,normal,1554241831
0,0,normal,1554241833
0,0,normal,1554241835
0,0,normal,1554241836
1,1,normal,1554241838
0,0,normal,1554241840
0,0,normal,1554241841
1,1,normal,1554241843
1,1,normal,1554241845
0,0,normal,1554241846
0,0,normal,1554241848
1,1,normal,1554241850
0,0,normal,1554241851
0,0,normal,1554241853
0,0,normal,1554241855
0,0,normal,1554241856
0,0,normal,1554241858
0,0,normal,1554241860
0,0,normal,1554241861
0,0,normal,1554241863
0,0,normal,1554241865
0,0,normal,1554241866
0,0,normal,1554241868
0,0,normal,1554241870
0,0,normal,1554241871
0,0,normal,1554241873
0,0,normal,1554241875
0,0,normal,1554241876
0,0,normal,1554241878
0,0,normal,1554241880
1,1,normal,1554241881
0,0,normal,1554241883
0,0,normal,1554241885
0,0,normal,1554241886
0,0,normal,1554241888
0,0,normal,1554241890
0,0,normal,1554241891
0,0,normal,1554241893
0,0,normal,1554241895
0,0,normal,1554241896
0,0,normal,1554241898
0,0,normal,1554241900
0,0,normal,1554241901
0,0,normal,1554241903
1,1,normal,1554241905
1,1,normal,1554241906
0,0,normal,1554241908
0,0,normal,1554241910
0,0,normal,1554241911
0,0,normal,1554241913
0,0,normal,1554241915
0,0,normal,1554241916
0,0,normal,1554241918
0,0,normal,1554241920
0,0,normal,1554241921
0,0,normal,1554241923
0,0,normal,1554241925
0,0,normal,1554241926
1,1,normal,1554241928
0,0,normal,1554241930
0,0,normal,1554241931
0,0,normal,1554241933
0,0,normal,1554241935
0,0,normal,1554241936
1,1,normal,1554241938
0,0,normal,1554241940
0,0,normal,1554241941
1,1,normal,1554241943
0,0,normal,1554241945
0,0,normal,1554241946
0,0,normal,1554241948
0,0,normal,1554241950
0,0,normal,1554241951
1,1,normal,1554241953
0,0,normal,1554241955
0,0,normal,1554241956
0,0,normal,1554241958
0,0,normal,1554241960
0,0,normal,1554241961
1,1,normal,1554241963
0,0,normal,1554241965
0,0,normal,1554241966
0,0,normal,1554241968
0,0,normal,1554241970
0,0,normal,1554241971
0,0,normal,1554241973
0,0,normal,1554241975
0,0,normal,1554241976
1,1,normal,1554241978
0,0,normal,1554241980
0,0,normal,1554241981
0,0,normal,1554241983
0,0,normal,1554241985
0,0,normal,1554241986
0,0,normal,1554241988
0,0,normal,1554241990
0,0,normal,1554241991
0,0,normal,1554241993
0,0,normal,1554241995
0,0,normal,1554241996
0,0,normal,1554241998
0,0,normal,1554242000
1,1,normal,1554242001
0,0,normal,1554242003
0,0,normal,1554242005
0,0,normal,1554242006
0,0,normal,1554242008
1,1,normal,1554242010
1,1,normal,1554242011
0,0,normal,1554242013
0,0,normal,1554242015
0,0,normal,1554242016
0,0,normal,1554242018
0,0,normal,1554242020
0,0,normal,1554242021
0,0,normal,1554242023
0,0,normal,1554242025
0,0,normal,1554242026
0,0,normal,1554242028
0,0,normal,1554242030
0,0,normal,1554242031
0,0,normal,1554242033
0,0,normal,1554242035
0,0,normal,1554242036
0,0,normal,1554242038
0,0,normal,1554242040
1,1,normal,1554242041
0,0,normal,1554242043
0,0,normal,1554242045
0,0,normal,1554242046
0,0,normal,1554242048
0,0,normal,1554242050
0,0,normal,1554242051
0,0,normal,1554242053
0,0,normal,1554242055
0,0,normal,1554242056
0,0,normal,1554242058
0,0,normal,1554242060
0,0,normal,1554242061
0,0,normal,1554242063
0,0,normal,1554242065
0,0,normal,1554242066
0,0,normal,1554242068
0,0,normal,1554242070
1,1,normal,1554242071
0,0,normal,1554242073
0,0,normal,1554242075
0,0,normal,1554242076
0,0,normal,1554242078
0,0,normal,1554242080
1,1,normal,1554242081
0,0,normal,1554242083
0,0,normal,1554242085
0,0,normal,1554242086
0,0,normal,1554242088
0,0,normal,1554242090
0,0,normal,1554242091
0,0,normal,1554242093
0,0,normal,1554242095
1,1,normal,1554242096
0,0,normal,1554242098
0,0,normal,1554242100
0,0,normal,1554242101
0,0,normal,1554242103
0,0,normal,1554242105
0,0,normal,1554242106
0,0,normal,1554242108
1,1,normal,1554242110
0,0,normal,1554242111
0,0,normal,1554242113
0,0,normal,1554242115
0,0,normal,1554242116
0,0,normal,1554242118
0,0,normal,1554242120
0,0,normal,1554242121
1,1,normal,1554242123
0,0,normal,1554242125
0,0,normal,1554242126
1,1,normal,1554242128
0,0,normal,1554242130
0,0,normal,1554242131
0,0,normal,1554242133
0,0,normal,1554242135
0,0,normal,1554242136
0,0,normal,1554242138
0,0,normal,1554242140
0,0,normal,1554242141
0,0,normal,1554242143
0,0,normal,1554242145
0,0,normal,1554242146
0,0,normal,1554242148
0,0,normal,1554242150
0,0,normal,1554242151
0,0,normal,1554242153
0,0,normal,1554242155
0,0,normal,1554242156
1,1,normal,1554242158
1,1,normal,1554242160
0,0,normal,1554242161
0,0,normal,1554242163
0,0,normal,1554242165
0,0,normal,1554242166
0,0,normal,1554242168
0,0,normal,1554242170
0,0,normal,1554242171
0,0,normal,1554242173
0,0,normal,1554242175
0,0,normal,1554242176
0,0,normal,1554242178
0,0,normal,1554242180
0,0,normal,1554242181
0,0,normal,1554242183
0,0,normal,1554242185
0,0,normal,1554242186
0,0,normal,1554242188
0,0,normal,1554242190
0,0,normal,1554242191
0,0,normal,1554242193
0,0,normal,1554242195
0,0,normal,1554242196
0,0,normal,1554242198
0,0,normal,1554242200
0,0,normal,1554242201
0,0,normal,1554242203
0,0,normal,1554242205
0,0,normal,1554242206
0,0,normal,1554242208
0,0,normal,1554242210
0,0,normal,1554242211
0,0,normal,1554242213
0,0,normal,1554242215
0,0,normal,1554242216
0,0,normal,1554242218
0,0,normal,1554242220
0,0,normal,1554242221
0,0,normal,1554242223
0,0,normal,1554242225
0,0,normal,1554242226
0,0,normal,1554242228
0,0,normal,1554242230
0,0,normal,1554242231
0,0,normal,1554242233
0,0,normal,1554242235
0,0,normal,1554242236
0,0,normal,1554242238
0,0,normal,1554242240
0,0,normal,1554242241
0,0,normal,1554242243
0,0,normal,1554242245
0,0,normal,1554242246
0,0,normal,1554242248
0,0,normal,1554242250
0,0,normal,1554242251
0,0,normal,1554242253
0,0,normal,1554242255
0,0,normal,1554242256
0,0,normal,1554242258
0,0,normal,1554242260
1,1,normal,1554242261
0,0,normal,1554242263
1,1,normal,1554242265
1,1,normal,1554242266
0,0,normal,1554242268
0,0,normal,1554242270
0,0,normal,1554242271
1,1,normal,1554242273
0,0,normal,1554242275
0,0,normal,1554242276
0,0,normal,1554242278
0,0,normal,1554242280
0,0,normal,1554242281
0,0,normal,1554242283
0,0,normal,1554242285
1,1,normal,1554242286
0,0,normal,1554242288
0,0,normal,1554242290
0,0,normal,1554242291
0,0,normal,1554242293
0,0,normal,1554242295
0,0,normal,1554242296
0,0,normal,1554242298
0,0,normal,1554242300
0,0,normal,1554242301
0,0,normal,1554242303
0,0,normal,1554242305
0,0,normal,1554242306
1,1,normal,1554242308
0,0,normal,1554242310
0,0,normal,1554242311
0,0,normal,1554242313
0,0,normal,1554242315
0,0,normal,1554242316
0,0,normal,1554242318
0,0,normal,1554242320
0,0,normal,1554242321
1,1,normal,1554242323
0,0,normal,1554242325
0,0,normal,1554242326
0,0,normal,1554242328
0,0,normal,1554242330
0,0,normal,1554242331
0,0,normal,1554242333
0,0,normal,1554242335
0,0,normal,1554242336
0,0,normal,1554242338
0,0,normal,1554242340
0,0,normal,1554242341
0,0,normal,1554242343
0,0,normal,1554242345
0,0,normal,1554242346
0,0,normal,1554242348
0,0,normal,1554242350
0,0,normal,1554242351
0,0,normal,1554242353
0,0,normal,1554242355
0,0,normal,1554242356
0,0,normal,1554242358
0,0,normal,1554242360
0,0,normal,1554242361
1,1,normal,1554242363
0,0,normal,1554242365
0,0,normal,1554242366
0,0,normal,1554242368
0,0,normal,1554242370
0,0,normal,1554242371
0,0,normal,1554242373
0,0,normal,1554242375
0,0,normal,1554242376
0,0,normal,1554242378
0,0,normal,1554242380
0,0,normal,1554242381
0,0,normal,1554242383
0,0,normal,1554242385
0,0,normal,1554242386
0,0,normal,1554242388
0,0,normal,1554242390
0,0,normal,1554242391
0,0,normal,1554242393
0,0,normal,1554242395
0,0,normal,1554242396
0,0,normal,1554242398
0,0,normal,1554242400
0,0,normal,1554242401
0,0,normal,1554242403
1,1,normal,1554242405
0,0,normal,1554242406
0,0,normal,1554242408
0,0,normal,1554242410
0,0,normal,1554242411
0,0,normal,1554242413
1,1,normal,1554242415
0,0,normal,1554242416
0,0,normal,1554242418
0,0,normal,1554242420
0,0,normal,1554242421
0,0,normal,1554242423
0,0,normal,1554242425
0,0,normal,1554242426
0,0,normal,1554242428
0,0,normal,1554242430
0,0,normal,1554242431
0,0,normal,1554242433
0,0,normal,1554242435
0,0,normal,1554242436
0,0,normal,1554242438
0,0,normal,1554242440
0,0,normal,1554242441
0,0,normal,1554242443
0,0,normal,1554242445
0,0,normal,1554242446
0,0,normal,1554242448
1,1,normal,1554242450
1,1,normal,1554242451
0,0,normal,1554242453
1,1,normal,1554242455
0,0,normal,1554242456
0,0,normal,1554242458
0,0,normal,1554242460
0,0,normal,1554242461
0,0,normal,1554242463
0,0,normal,1554242465
0,0,normal,1554242466
0,0,normal,1554242468
0,0,normal,1554242470
0,0,normal,1554242471
0,0,normal,1554242473
0,0,normal,1554242475
0,0,normal,1554242476
0,0,normal,1554242478
0,0,normal,1554242480
0,0,normal,1554242481
0,0,normal,1554242483
1,1,normal,1554242485
0,0,normal,1554242486
0,0,normal,1554242488
0,0,normal,1554242490
0,0,normal,1554242491
0,0,normal,1554242493
0,0,normal,1554242495
0,0,normal,1554242496
0,0,normal,1554242498
0,0,normal,1554242500
0,0,normal,1554242501
0,0,normal,1554242503
0,0,normal,1554242505
0,0,normal,1554242506
0,0,normal,1554242508
1,1,normal,1554242510
0,0,normal,1554242511
0,0,normal,1554242513
0,0,normal,1554242515
0,0,normal,1554242516
0,0,normal,1554242518
0,0,normal,1554242520
0,0,normal,1554242521
0,0,normal,1554242523
0,0,normal,1554242525
0,0,normal,1554242526
0,0,normal,1554242528
0,0,normal,1554242530
0,0,normal,1554242531
0,0,normal,1554242533
0,0,normal,1554242535
0,0,normal,1554242536
0,0,normal,1554242538
0,0,normal,1554242540
0,0,normal,1554242541
1,1,normal,1554242543
0,0,normal,1554242545
0,0,normal,1554242546
0,0,normal,1554242548
0,0,normal,1554242550
0,0,normal,1554242551
0,0,normal,1554242553
0,0,normal,1554242555
0,0,normal,1554242556
0,0,normal,1554242558
0,0,normal,1554242560
0,0,normal,1554242561
0,0,normal,1554242563
1,1,normal,1554242565
0,0,normal,1554242566
0,0,normal,1554242568
0,0,normal,1554242570
0,0,normal,1554242571
0,0,normal,1554242573
0,0,normal,1554242575
0,0,normal,1554242576
0,0,normal,1554242578
0,0,normal,1554242580
0,0,normal,1554242581
0,0,normal,1554242583
1,1,normal,1554242585
0,0,normal,1554242586
0,0,normal,1554242588
0,0,normal,1554242590
0,0,normal,1554242591
0,0,normal,1554242593
0,0,normal,1554242595
0,0,normal,1554242596
0,0,normal,1554242598
1,1,normal,1554242600
0,0,normal,1554242601
0,0,normal,1554242603
0,0,normal,1554242605
1,1,normal,1554242606
0,0,normal,1554242608
0,0,normal,1554242610
0,0,normal,1554242611
0,0,normal,1554242613
0,0,normal,1554242615
0,0,normal,1554242616
0,0,normal,1554242618
0,0,normal,1554242620
0,0,normal,1554242621
0,0,normal,1554242623
0,0,normal,1554242625
0,0,normal,1554242626
0,0,normal,1554242628
0,0,normal,1554242630
0,0,normal,1554242631
0,0,normal,1554242633
0,0,normal,1554242635
0,0,normal,1554242636
0,0,normal,1554242638
0,0,normal,1554242640
0,0,normal,1554242641
1,1,normal,1554242643
0,0,normal,1554242645
0,0,normal,1554242646
0,0,normal,1554242648
0,0,normal,1554242650
0,0,normal,1554242651
0,0,normal,1554242653
0,0,normal,1554242655
0,0,normal,1554242656
1,1,normal,1554242658
1,1,normal,1554242660
1,1,normal,1554242661
0,0,normal,1554242663
0,0,normal,1554242665
0,0,normal,1554242666
0,0,normal,1554242668
0,0,normal,1554242670
0,0,normal,1554242671
0,0,normal,1554242673
0,0,normal,1554242675
0,0,normal,1554242676
0,0,normal,1554242678
0,0,normal,1554242680
0,0,normal,1554242681
0,0,normal,1554242683
0,0,normal,1554242685
0,0,normal,1554242686
0,0,normal,1554242688
1,1,normal,1554242690
0,0,normal,1554242691
0,0,normal,1554242693
0,0,normal,1554242695
0,0,normal,1554242696
0,0,normal,1554242698
0,0,normal,1554242700
0,0,normal,1554242701
0,0,normal,1554242703
0,0,normal,1554242705
0,0,normal,1554242706
0,0,normal,1554242708
1,1,normal,1554242710
0,0,normal,1554242711
1,1,normal,1554242713
0,0,normal,1554242715
0,0,normal,1554242716
0,0,normal,1554242718
0,0,normal,1554242720
1,1,normal,1554242721
0,0,normal,1554242723
0,0,normal,1554242725
0,0,normal,1554242726
0,0,normal,1554242728
0,0,normal,1554242730
0,0,normal,1554242731
0,0,normal,1554242733
0,0,normal,1554242735
0,0,normal,1554242736
1,1,normal,1554242738
0,0,normal,1554242740
1,1,normal,1554242741
0,0,normal,1554242743
1,1,normal,1554242745
0,0,normal,1554242746
0,0,normal,1554242748
0,0,normal,1554242750
0,0,normal,1554242751
0,0,normal,1554242753
0,0,normal,1554242755
0,0,normal,1554242756
0,0,normal,1554242758
1,1,normal,1554242760
0,0,normal,1554242761
0,0,normal,1554242763
0,0,normal,1554242765
0,0,normal,1554242766
0,0,normal,1554242768
0,0,normal,1554242770
0,0,normal,1554242771
0,0,normal,1554242773
1,1,normal,1554242775
1,1,normal,1554242776
0,0,normal,1554242778
0,0,normal,1554242780
1,1,normal,1554242781
0,0,normal,1554242783
0,0,normal,1554242785
0,0,normal,1554242786
0,0,normal,1554242788
0,0,normal,1554242790
0,0,normal,1554242791
0,0,normal,1554242793
0,0,normal,1554242795
0,0,normal,1554242796
1,1,normal,1554242798
0,0,normal,1554242800
0,0,normal,1554242801
0,0,normal,1554242803
0,0,normal,1554242805
1,1,normal,1554242806
0,0,normal,1554242808
0,0,normal,1554242810
0,0,normal,1554242811
0,0,normal,1554242813
0,0,normal,1554242815
0,0,normal,1554242816
0,0,normal,1554242818
0,0,normal,1554242820
0,0,normal,1554242821
0,0,normal,1554242823
0,0,normal,1554242825
1,1,normal,1554242826
0,0,normal,1554242828
0,0,normal,1554242830
0,0,normal,1554242831
1,1,normal,1554242833
0,0,normal,1554242835
0,0,normal,1554242836
0,0,normal,1554242838
0,0,normal,1554242840
0,0,normal,1554242841
0,0,normal,1554242843
0,0,normal,1554242845
0,0,normal,1554242846
0,0,normal,1554242848
0,0,normal,1554242850
0,0,normal,1554242851
0,0,normal,1554242853
0,0,normal,1554242855
1,1,normal,1554242856
0,0,normal,1554242858
0,0,normal,1554242860
0,0,normal,1554242861
0,0,normal,1554242863
0,0,normal,1554242865
0,0,normal,1554242866
0,0,normal,1554242868
0,0,normal,1554242870
0,0,normal,1554242871
1,1,normal,1554242873
0,0,normal,1554242875
0,0,normal,1554242876
0,0,normal,1554242878
0,0,normal,1554242880
0,0,normal,1554242881
0,0,normal,1554242883
1,1,normal,1554242885
1,1,normal,1554242886
0,0,normal,1554242888
0,0,normal,1554242890
0,0,normal,1554242891
0,0,normal,1554242893
0,0,normal,1554242895
0,0,normal,1554242896
0,0,normal,1554242898
0,0,normal,1554242900
0,0,normal,1554242901
0,0,normal,1554242903
0,0,normal,1554242905
0,0,normal,1554242906
0,0,normal,1554242908
0,0,normal,1554242910
0,0,normal,1554242911
0,0,normal,1554242913
0,0,normal,1554242915
0,0,normal,1554242916
0,0,normal,1554242918
0,0,normal,1554242920
0,0,normal,1554242921
0,0,normal,1554242923
0,0,normal,1554242925
1,1,normal,1554242926
0,0,normal,1554242928
0,0,normal,1554242930
1,1,normal,1554242931
0,0,normal,1554242933
0,0,normal,1554242935
0,0,normal,1554242936
0,0,normal,1554242938
0,0,normal,1554242940
0,0,normal,1554242941
0,0,normal,1554242943
0,0,normal,1554242945
1,1,normal,1554242946
0,0,normal,1554242948
0,0,normal,1554242950
0,0,normal,1554242951
0,0,normal,1554242953
0,0,normal,1554242955
0,0,normal,1554242956
0,0,normal,1554242958
0,0,normal,1554242960
0,0,normal,1554242961
0,0,normal,1554242963
0,0,normal,1554242965
0,0,normal,1554242966
0,0,normal,1554242968
0,0,normal,1554242970
0,0,normal,1554242971
1,1,normal,1554242973
0,0,normal,1554242975
0,0,normal,1554242976
0,0,normal,1554242978
0,0,normal,1554242980
1,1,normal,1554242981
0,0,normal,1554242983
0,0,normal,1554242985
0,0,normal,1554242986
0,0,normal,1554242988
0,0,normal,1554242990
0,0,normal,1554242991
0,0,normal,1554242993
0,0,normal,1554242995
0,0,normal,1554242996
0,0,normal,1554242998
0,0,normal,1554243000
0,0,normal,1554243001
0,0,normal,1554243003
0,0,normal,1554243005
0,0,normal,1554243006
0,0,normal,1554243008
0,0,normal,1554243010
0,0,normal,1554243011
0,0,normal,1554243013
0,0,normal,1554243015
0,0,normal,1554243016
0,0,normal,1554243018
0,0,normal,1554243020
0,0,normal,1554243021
0,0,normal,1554243023
0,0,normal,1554243025
0,0,normal,1554243026
0,0,normal,1554243028
0,0,normal,1554243030
0,0,normal,1554243031
0,0,normal,1554243033
0,0,normal,1554243035
0,0,normal,1554243036
0,0,normal,1554243038
0,0,normal,1554243040
0,0,normal,1554243041
1,1,normal,1554243043
0,0,normal,1554243045
0,0,normal,1554243046
0,0,normal,1554243048
0,0,normal,1554243050
1,1,normal,1554243051
0,0,normal,1554243053
0,0,normal,1554243055
0,0,normal,1554243056
0,0,normal,1554243058
0,0,normal,1554243060
0,0,normal,1554243061
0,0,normal,1554243063
0,0,normal,1554243065
0,0,normal,1554243066
0,0,normal,1554243068
0,0,normal,1554243070
1,1,normal,1554243071
1,1,normal,1554243073
0,0,normal,1554243075
0,0,normal,1554243076
0,0,normal,1554243078
1,1,normal,1554243080
0,0,normal,1554243081
0,0,normal,1554243083
0,0,normal,1554243085
0,0,normal,1554243086
0,0,normal,1554243088
0,0,normal,1554243090
0,0,normal,1554243091
0,0,normal,1554243093
0,0,normal,1554243095
0,0,normal,1554243096
0,0,normal,1554243098
0,0,normal,1554243100
0,0,normal,1554243101
0,0,normal,1554243103
0,0,normal,1554243105
0,0,normal,1554243106
0,0,normal,1554243108
0,0,normal,1554243110
0,0,normal,1554243111
0,0,normal,1554243113
0,0,normal,1554243115
0,0,normal,1554243116
0,0,normal,1554243118
0,0,normal,1554243120
0,0,normal,1554243121
0,0,normal,1554243123
0,0,normal,1554243125
0,0,normal,1554243126
0,0,normal,1554243128
0,0,normal,1554243130
0,0,normal,1554243131
0,0,normal,1554243133
0,0,normal,1554243135
0,0,normal,1554243136
0,0,normal,1554243138
0,0,normal,1554243140
0,0,normal,1554243141
0,0,normal,1554243143
0,0,normal,1554243145
1,1,normal,1554243146
0,0,normal,1554243148
0,0,normal,1554243150
0,0,normal,1554243151
0,0,normal,1554243153
0,0,normal,1554243155
0,0,normal,1554243156
0,0,normal,1554243158
0,0,normal,1554243160
0,0,normal,1554243161
0,0,normal,1554243163
0,0,normal,1554243165
1,1,normal,1554243166
0,0,normal,1554243168
0,0,normal,1554243170
0,0,normal,1554243171
0,0,normal,1554243173
0,0,normal,1554243175
0,0,normal,1554243176
0,0,normal,1554243178
0,0,normal,1554243180
0,0,normal,1554243181
0,0,normal,1554243183
0,0,normal,1554243185
0,0,normal,1554243186
0,0,normal,1554243188
0,0,normal,1554243190
0,0,normal,1554243191
0,0,normal,1554243193
0,0,normal,1554243195
0,0,normal,1554243196
1,1,normal,1554243198
0,0,normal,1554243200
0,0,normal,1554243201
0,0,normal,1554243203
0,0,normal,1554243205
0,0,normal,1554243206
0,0,normal,1554243208
0,0,normal,1554243210
0,0,normal,1554243211
0,0,normal,1554243213
0,0,normal,1554243215
0,0,normal,1554243216
0,0,normal,1554243218
0,0,normal,1554243220
0,0,normal,1554243221
0,0,normal,1554243223
0,0,normal,1554243225
0,0,normal,1554243226
0,0,normal,1554243228
1,1,normal,1554243230
0,0,normal,1554243231
0,0,normal,1554243233
1,1,normal,1554243235
0,0,normal,1554243236
0,0,normal,1554243238
0,0,normal,1554243240
0,0,normal,1554243241
1,1,normal,1554243243
0,0,normal,1554243245
0,0,normal,1554243246
0,0,normal,1554243248
0,0,normal,1554243250
0,0,normal,1554243251
0,0,normal,1554243253
0,0,normal,1554243255
0,0,normal,1554243256
0,0,normal,1554243258
0,0,normal,1554243260
0,0,normal,1554243261
0,0,normal,1554243263
0,0,normal,1554243265
0,0,normal,1554243266
1,1,normal,1554243268
0,0,normal,1554243270
1,1,normal,1554243271
0,0,normal,1554243273
0,0,normal,1554243275
0,0,normal,1554243276
0,0,normal,1554243278
0,0,normal,1554243280
0,0,normal,1554243281
0,0,normal,1554243283
0,0,normal,1554243285
0,0,normal,1554243286
0,0,normal,1554243288
0,0,normal,1554243290
0,0,normal,1554243291
0,0,normal,1554243293
0,0,normal,1554243295
0,0,normal,1554243296
0,0,normal,1554243298
0,0,normal,1554243300
1,1,normal,1554243301
0,0,normal,1554243303
0,0,normal,1554243305
0,0,normal,1554243306
0,0,normal,1554243308
0,0,normal,1554243310
0,0,normal,1554243311
0,0,normal,1554243313
0,0,normal,1554243315
0,0,normal,1554243316
1,1,normal,1554243318
0,0,normal,1554243320
0,0,normal,1554243321
0,0,normal,1554243323
0,0,normal,1554243325
0,0,normal,1554243326
0,0,normal,1554243328
1,1,normal,1554243330
0,0,normal,1554243331
0,0,normal,1554243333
0,0,normal,1554243335
0,0,normal,1554243336
0,0,normal,1554243338
0,0,normal,1554243340
1,1,normal,1554243341
0,0,normal,1554243343
0,0,normal,1554243345
0,0,normal,1554243346
0,0,normal,1554243348
0,0,normal,1554243350
0,0,normal,1554243351
0,0,normal,1554243353
0,0,normal,1554243355
0,0,normal,1554243356
0,0,normal,1554243358
0,0,normal,1554243360
0,0,normal,1554243361
0,0,normal,1554243363
0,0,normal,1554243365
0,0,normal,1554243366
0,0,normal,1554243368
1,1,normal,1554243370
0,0,normal,1554243371
0,0,normal,1554243373
0,0,normal,1554243375
0,0,normal,1554243376
0,0,normal,1554243378
0,0,normal,1554243380
0,0,normal,1554243381
0,0,normal,1554243383
0,0,normal,1554243385
0,0,normal,1554243386
1,1,normal,1554243388
0,0,normal,1554243390
0,0,normal,1554243391
0,0,normal,1554243393
0,0,normal,1554243395
0,0,normal,1554243396
1,1,normal,1554243398
0,0,normal,1554243400
0,0,normal,1554243401
0,0,normal,1554243403
0,0,normal,1554243405
0,0,normal,1554243406
0,0,normal,1554243408
0,0,normal,1554243410
0,0,normal,1554243411
0,0,normal,1554243413
0,0,normal,1554243415
0,0,normal,1554243416
1,1,normal,1554243418
0,0,normal,1554243420
0,0,normal,1554243421
0,0,normal,1554243423
0,0,normal,1554243425
0,0,normal,1554243426
0,0,normal,1554243428
0,0,normal,1554243430
0,0,normal,1554243431
0,0,normal,1554243433
0,0,normal,1554243435
0,0,normal,1554243436
0,0,normal,1554243438
0,0,normal,1554243440
0,0,normal,1554243441
0,0,normal,1554243443
1,1,normal,1554243445
0,0,normal,1554243446
0,0,normal,1554243448
0,0,normal,1554243450
0,0,normal,1554243451
0,0,normal,1554243453
0,0,normal,1554243455
1,1,normal,1554243456
0,0,normal,1554243458
0,0,normal,1554243460
0,0,normal,1554243461
0,0,normal,1554243463
0,0,normal,1554243465
1,1,normal,1554243466
0,0,normal,1554243468
0,0,normal,1554243470
0,0,normal,1554243471
0,0,normal,1554243473
0,0,normal,1554243475
0,0,normal,1554243476
0,0,normal,1554243478
0,0,normal,1554243480
0,0,normal,1554243481
0,0,normal,1554243483
0,0,normal,1554243485
1,1,normal,1554243486
0,0,normal,1554243488
1,1,normal,1554243490
0,0,normal,1554243491
0,0,normal,1554243493
0,0,normal,1554243495
0,0,normal,1554243496
1,1,normal,1554243498
0,0,normal,1554243500
1,1,normal,1554243501
0,0,normal,1554243503
0,0,normal,1554243505
0,0,normal,1554243506
0,0,normal,1554243508
1,1,normal,1554243510
0,0,normal,1554243511
1,1,normal,1554243513
0,0,normal,1554243515
1,1,normal,1554243516
0,0,normal,1554243518
0,0,normal,1554243520
1,1,normal,1554243521
0,0,normal,1554243523
0,0,normal,1554243525
0,0,normal,1554243526
0,0,normal,1554243528
0,0,normal,1554243530
1,1,normal,1554243531
0,0,normal,1554243533
0,0,normal,1554243535
0,0,normal,1554243536
0,0,normal,1554243538
0,0,normal,1554243540
0,0,normal,1554243541
0,0,normal,1554243543
0,0,normal,1554243545
0,0,normal,1554243546
0,0,normal,1554243548
0,0,normal,1554243550
0,0,normal,1554243551
0,0,normal,1554243553
0,0,normal,1554243555
0,0,normal,1554243556
0,0,normal,1554243558
0,0,normal,1554243560
0,0,normal,1554243561
1,1,normal,1554243563
0,0,normal,1554243565
0,0,normal,1554243566
0,0,normal,1554243568
0,0,normal,1554243570
1,1,normal,1554243571
0,0,normal,1554243573
0,0,normal,1554243575
0,0,normal,1554243576
0,0,normal,1554243578
0,0,normal,1554243580
0,0,normal,1554243581
0,0,normal,1554243583
0,0,normal,1554243585
0,0,normal,1554243586
0,0,normal,1554243588
0,0,normal,1554243590
0,0,normal,1554243591
0,0,normal,1554243593
0,0,normal,1554243595
0,0,normal,1554243596
1,1,normal,1554243598
0,0,normal,1554243600
0,0,normal,1554243601
0,0,normal,1554243603
0,0,normal,1554243605
0,0,normal,1554243606
0,0,normal,1554243608
0,0,normal,1554243610
0,0,normal,1554243611
0,0,normal,1554243613
0,0,normal,1554243615
0,0,normal,1554243616
0,0,normal,1554243618
0,0,normal,1554243620
0,0,normal,1554243621
0,0,normal,1554243623
0,0,normal,1554243625
0,0,normal,1554243626
0,0,normal,1554243628
0,0,normal,1554243630
0,0,normal,1554243631
0,0,normal,1554243633
1,1,normal,1554243635
